id,Artist,Title,Album,Year,Lyric
529,Selena Gomez,Goals,Unreleased Songs,nan,shine the rest of the stars are watching you're awesome you're unique for all time wind your body from the bottom to your crown you're a queen you're divine that's my goals goals goals goals goals goals goals   don't be bitter hunnie here we are in the mirror yes you just hung up just hung up insecurity is doing its job you are special baby you're a one off  pre time to start loving you shawty loving you loving you shawty loving you loving you shawty loving you loving you shawty loving you   shine the rest of the stars are watching you're awesome you're unique for all time wind your body from the bottom to your crown you're a queen you're divine that's my goals goals goals goals goals goals goals   it's temporary thats just how it goes how it goes what i hated now i love the most i love the most mother told me don't let nothing stop me stop cause ain't no copies baby you're a oneoff  pre time to start loving you shawty loving you loving you shawty loving you loving you shawty loving you loving you shawty loving you   shine the rest of the stars are watching you're awesome you're unique for all time wind your body from the bottom to your crown you're a queen you're divine   yes you got a right to complain it's true but look what you're gaining move this message is saving you you are in his graces too the world's entertaining you cause they see the day in you forget who was playing you cause they die in their game too   shine the rest of the stars are watching you're awesome you're unique for all time time time time wind your body from the bottom from the bottom to your crown youre a queen youre divine you're a queen you're divine thats my goals goals goals goals goals goals goals
530,Selena Gomez,I Believe I Can Fly (Cover),,nan,i used to think that i could not go on and life was nothing but an awful song but now i know the meaning of true love i'm leaning on the everlasting arms  pre if i can see it then i can do it if i just believe it there's nothing to it  hook i believe i can fly i believe i can touch the sky i think about it every night and day spread my wings and fly away i believe i can soar i see me running through that open door   i believe i can fly i believe i can fly i believe i can fly  see i was on the verge of breaking down sometimes silence can seem so loud there are miracles in life i must achieve but first i know it starts inside of me oh  pre if i can see it then i can do it if i just believe it there's nothing to it  hook i believe i can fly i believe i can touch the sky i think about it every night and day spread my wings and fly away i believe i can soar i see me running through that open door   i believe i can fly i believe i can fly i believe i can fly   hey cause i believe in me oh  if i can see it then i can do it if i just believe it there's nothing to it   fly ii fly ii fly  fly i believe  hook i believe i can fly i believe i can touch the sky i think about it every night and day spread my wings and fly away i believe i can soar i see me running through that open door   i believe i can fly i believe i can fly i believe i can fly  hey if i just spread my wings i can fly i can fly i can fly hey if i just spread my wings i can fly flyeyeeye
531,Selena Gomez,Kill Em with Kindness (Felix Cartal Remix),Kill Em With Kindness (Remixes),2016,the world can be a nasty place you know it i know it yeah we dont have to fall from grace put down the weapons you fight with   kill 'em with kindness kill 'em with kindness kill 'em kill 'em kill 'em with kindness kill 'em with kindness kill 'em with kindness go ahead go ahead go ahead now   were running out of time chasing our lies everyday a small piece of you dies always somebody youre willing to fight to be right  pre your lies are bullets your mouth's a gun and no war in anger was ever won put out the fire before igniting next time youre fighting   kill 'em with kindness kill 'em with kindness kill 'em kill 'em kill 'em with kindness kill 'em with kindness kill 'em with kindness go ahead go ahead go ahead now   go ahead go ahead now go ahead go ahead now  pre your lies are bullets your mouth's a gun no war in anger was ever won put out the fire before igniting next time youre fighting   kill 'em with kindness kill 'em with kindness kill 'em kill 'em kill 'em with kindness kill 'em with kindness kill 'em with kindness go ahead go ahead go ahead now   go ahead go ahead now go ahead go ahead now go ahead go ahead now
532,Selena Gomez,Back To You (Joey Pecoraro Remix),Chill Mood,nan,lyrics for this song have yet to be released please check back once the song has been released
533,Selena Gomez,Wolves,,2017,in your eyes there's a heavy blue one to love and one to lose sweet divide a heavy truth water or wine don't make me choose i wanna feel the way that we did that summer night night drunk on a feeling alone with the stars in the sky i've been running through the jungle i've been running with the wolves to get to you to get to you i've been down the darkest alleys saw the dark side of the moon to get to you to get to you i've looked for love in every stranger took too much to ease the anger all for you yeah all for you i've been running through the jungle i've been crying with the wolves to get to you to get to you oh to get to you your fingertips trace my skin to places i have never been blindly i am following break down these walls and come on in i wanna feel the way that we did that summer night drunk on a feeling alone with the stars in the sky i've been running through the jungle i've been running with the wolves to get to you to get to you i've been down the darkest alleys saw the dark side of the moon to get to you to get to you i've looked for love in every stranger took too much to ease the anger all for you yeah all for you i've been running through the jungle i've been crying with the wolves to get to you to get to you oh to get to you i've been running through the jungle i've been running with the wolves to get to you to get to you i've been down the darkest alleys saw the dark side of the moon to get to you to get to you i've looked for love in every stranger took too much to ease the anger all for you yeah all for you i've been running through the jungle i've been crying with the wolves to get to you to get to you oh to get to you
534,Selena Gomez,Kill Em With Kindness (MAGIX Radio Edit),,2016,the world can be a nasty place you know it i know it yeah we dont have to fall from grace put down the weapons you fight with   kill 'em with kindness kill 'em with kindness kill 'em kill 'em kill 'em with kindness kill 'em with kindness kill 'em with kindness go 'head go 'head go 'head go 'head now   were running out of time chasing our lies everyday a small piece of you dies always somebody youre willing to fight to be right  pre your lies are bullet your mouth's a gun and no war in anger was ever won put out the fire before igniting next time youre fighting   kill 'em with kindness kill 'em with kindness kill 'em kill 'em kill 'em with kindness kill 'em with kindness kill 'em with kindness go 'head go 'head go 'head go 'head now   go ahead go ahead now go ahead go ahead now  pre your lies are bullet your mouth's a gun and no war in anger was ever won put out the fire before igniting next time youre fighting   kill 'em with kindness kill 'em with kindness kill 'em kill 'em kill 'em with kindness kill 'em with kindness kill 'em with kindness go 'head go 'head go 'head go 'head now   go ahead go ahead now go ahead go ahead now go ahead go ahead now
535,Selena Gomez,Revival,Revival,2015,i dive into the future but i'm blinded by the sun i'm reborn in every moment so who knows what i'll become   i feel like i've awakened lately the chains around me are finally breaking i've been under selfrestoration i'm becoming my own salvation showing up no more hiding hiding the light inside me is bursting shining it's my my my time to butterfly   what i've learned is so vital more than just survival this is my revival this is a revival ohohohoh ohohoh ohohohoh revival ohohohoh ohohoh ohohohoh revival   i'll walk through the fire i'll begin again i'll burn through my skin cause i cause i wanna feel it reaching for the truth not afraid to lose what shot out of me like a rifle was a revival revival i admit it's been painful painful but i'll be honest i'm grateful grateful it's my my my time to realize   what i've learned is so vital more than just survival this is my revival this is a revival ohohohoh ohohoh ohohohoh revival ohohohoh ohohoh ohohohoh revival   this won't take too long you'll see i'm just tryna get to me ooh what shot out of me like a rifle was a revival   what i've learned is so vital more than just survival this is my revival this is a revival ohohohoh ohohoh ohohohoh revival ohohohoh ohohoh ohohohoh revival   what i've learned is so vital more than just survival this is my revival this is a revival
536,Selena Gomez,Let Me Get Me,Rare (Target Exclusive),2020,like a prayer surroundin' us movin' effortlessly every word is relief i'm in dance floor therapy all my babies and me but tonight it's for free no selfsabotage no letting my thoughts run me and this spiral are done burn this camouflage i've been wearing for months tryna let a little happy in for once  pre i need to let my mind rest while my body reflects ooh   don't get me down i won't let me get me ooh don't get me down i won't let me get me ooh i'm good right now i won't let me get me take that tired heart and go and turn it insideout   diving in ferociously dancing intimately i'm so connected to me in the dark i'm letting go so anonymously i guess this is what it feels like to be free  pre i need to let my mind rest my my mind while my body reflects ooh   don't get me down i won't let me get me ooh don't get me down i won't let me get me ooh i'm good right now i won't let me get me take that tired heart and go and turn it insideout don't get me down get up i won't let me get me ooh don't get me down get up i won't let me get me ooh i'm good right now get up i won't let me get me take that tired heart and go and turn it inside   oh my i guess this is what it feels like to be free ooh oh my i guess this is what it feels like to see me ooh down ooh get down don't get me oh down oh get down don't get me ooh get down take that tired heart and go and turn it insideout   don't get me down get up i won't let me get me ooh i won't let me get me don't get me down get up i won't let me get me ooh i'm good right now get up i won't let me get me take that tired heart and go and turn it insideout
537,Selena Gomez,Kinda Crazy,Rare (Target Exclusive),2020,hey you started out sweeter than hard candy words were like licorice to the taste but slowly all the sugar it went to waste went to waste oh you started getting funny with no jokes i started seein' through you like a ghost and now i'm pretty sure i can't take no more i can't take no moreore   i think you're kind of crazy and not the good kind baby 'cause you're actin' super shady you know it you know it been dodgin' phone calls lately but still textin' me baby yeah i think you're kind of crazy you know it you know it you've been lyin' just for fun luckily no damage done but now i see you're kind of crazy you know it you know it  post ohoh ohoh oh oh ohoh ohoh oh oh   hey you're the one who started talkin' to me made the move asked me to be your babe and now you're treatin' me like i'm insane you're insane   i think you're kind of crazy and not the good kind baby 'cause you're actin' super shady you know it you know it been dodgin' phone calls lately but still textin' me baby yeah i think you're kind of crazy you know it you know it you've been lyin' just for fun luckily no damage done but now i see you're kind of crazy you know it you know it  post ohoh ohoh oh oh ohoh ohoh oh oh   hey hey hey hey yeah hey hey yeah hey yeah hey hey hey hey yeah hey yeah   i think you're kind of crazy and not the good kind baby 'cause you're actin' super shady you know it you know it been dodgin' phone calls lately but still textin' me baby yeah i think you're kind of crazy you know it you know it  post ohoh ohoh oh oh you're kind of crazy ohoh ohoh oh oh you're kind of crazy   hmm i don't know
538,Selena Gomez,Everything Is Not As It Seems,Wizards of Waverly Place (Songs From & Inspired By the TV Series & Movie),2009,well you know everything's gonna to be a breeze and the end will no doubt justify the means you can fix any problem with the slightest of ease yes please   but you might find out it'll go to your head when you write a report on a book you've never read with the snap of your fingers you can make your bed that's what i said   everything is not what it seems when you can get all you wanted in your wildest dreams you might run into trouble if you go to extremes because everything is not what it seems   everything is not what it seems when you can have what you want by the simplest of means be careful not to mess with the balance of things because everything is not what it seems
539,Selena Gomez,She,Rare (Deluxe),2020,da dadadadadadadada dadadadadadadada dadadadadada   she was too young to be the hollywood type too pure to understand the lows and the highs she didn't know if she was gonna survive it all got so much better with time  pre all of the evil eyes tequila before sunrise i'd tell her to watch her back that she's worth more than that   'cause she was a girl with good intentions yeah she made some bad decisions and she learned a couple lessons wish i could tell her she was a girl with good intentions didn't need the secondguessing didn't need to ever question wish i could tell her   she didn't know all of the hurt she could take her world was crumbling and so was her faith wish i could talk to her 'cause what i would say oh baby you're enough to get you out of this place  pre all of the flashing lights tequila before sunrise i'd tell her to watch her back that she's worth more than that   but she was a girl with good intentions yeah she made some bad decisions and she learned a couple lessons wish i could tell her she was a girl with good intentions didn't need the secondguessing didn't need to ever question wish i could tell her  post da dadadadadadadada dadadadadadadada dadadadadadadada i tried to tell her   ah i know you'll get the chance to find who you are i know you'll have a choice before it gets too dark ah i know you'll get the chance to find who you are i know you'll have the choice   she was a girl with good intentions yeah she made some bad decisions and she learned a couple lessons hey wish i could tell her she was a girl with good intentions wish i could show you didn't need the secondguessing wish i could show you didn't need to ever question wish i could tell her   da dadadadadadadada wish i could show you dadadadadadadada dadadadadadadada wish i could show you i tried to tell her da dadadadadadadada wish i could show you dadadadadadadada dadadadadadadada wish i could show you
540,Selena Gomez,Slow Down,Stars Dance,2013,now that i have captured your attention i wanna steal you for a rhythm intervention mr tsa i'm ready for inspection shshshow me how you make a first impression  pre oh oh can we take it nice and slow slow break it down and drop it low low 'cause i just wanna party all night in the neon lights 'til you can't let me go   i just wanna feel your body right next to mine all night long baby slow down the song and when it's coming closer to the end hit rewind all night long baby slow down the song yeah baby slow down the song yeah baby slow down the song   if you want me i'm accepting applications so long as we can keep this record on rotation you know i'm good with mouthtomouth resuscitation breathe me in breathe me out so amazing  pre oh oh can we take it nice and slow slow break it down and drop it low low cause i just wanna party all night in the neon lights 'til you can't let me go   i just wanna feel your body right next to mine all night long baby slow down the song and when it's coming closer to the end hit rewind all night long baby slow down the song yeah baby slow down the song yeah baby slow down the song   breathe me in breathe me out the music's got me going breathe me in breathe me out no stopping 'til the morning breathe me in breathe me out you know i'm ready for it for it for it yeah breathe me in breathe me out the music's got me going breathe me in breathe me out no stopping 'til the morning breathe me in breathe me out you know i'm ready for it for it for it yeah  interlude it's the cataracs   i just wanna feel your body right next to mine all night long baby slow down the song and when it's coming closer to the end hit rewind all night long baby slow down the song yeah baby slow down the song yeah baby slow down the song   how do i do it it's the cataracs ha ha ha
541,Selena Gomez,Me & My Girls,Revival,2015,drop down on a desert ride just outside the 95 never felt more more alive i got my chicas by my side  pre and if we want it we take it if we need money we make it nobody knows if we fake it you like to watch while we shake it i know we're making you thirsty you want us all in the worst way but you don't understand i don't need a man   me and my girls me and my girls me and my me and my me and my me and my girls me and my girls me and my girls no jodas nosotras me and my girls me and my girls   the night is dark but the moon is bright we're staring at this summer night tan skin looks damn good in white stripping down by the hollywood sign  pre and if we want it we take it if we need money we make it nobody knows if we fake it you like to watch while we shake it i know we're making you thirsty you want us all in the worst way but you don't understand i don't need a man   me and my girls me and my girls me and my me and my me and my me and my girls me and my girls me and my girls no jodas nosotras me and my girls me and my girls   i'm going home with who i came with and who i came with's not you i'm going home with who i came with and who i came with's not you i'm going home with who i came with and who i came with's not you i'm going home with who i came with and who i came with's me and my girls me and my girls you can look but don't touch i'm not here to hook up i'm just here to turn up tonight is just us     me and my girls me and my girls me and my girls no jodas nosotras me and my girls
542,Selena Gomez,Fun,Rare (Target Exclusive),2020,this is just what the doctor ordered yeah put a gold star on my disorder yeah we've talked around every corner if i'm lookin' at you and me we're on some kind of symmetry i'm a sensitive situation mmm you're a hot and cold combination oh we both know we got complications mmm if i'm lookin' at you and me we're on some kind of symmetry oh  pre i try not to bother not to bother you ah but my kind of trouble likes your trouble too ah   can't stop myself it's true i like the way you move uhhuh oh we got somethin' in this room can't make that up you may not be the one uhhuh but you look like fun ohohoh ah ohohoh you look like fun ooh fun ohohoh ah ohohoh   can we keep it on a first name basis ah we could overcrowd each other's spaces you get me higher than my medication take me to different places let's face it i'm gettin' impatient ah  pre i try not to bother not to bother you ah but my kind of trouble likes your trouble too ah   can't stop myself it's true i like the way you move uhhuh oh we got somethin' in this room can't make that up you may not be the one uhhuh but you look like fun mmm ow ohohoh ah ohohoh you look like fun ooh yeah ohohoh ah ohohoh   you look like you don't but you know how like a beautiful breakdown and it's just not right but you look like you don't but you know how make me wanna slow down and it's just not right that you look like   fun yeah ow ohohoh ah ohohoh you look like fun ooh fun ohohoh ah ohohoh you look like fun
543,Selena Gomez,Camouflage,Revival,2015,deadend streets and boulevards you threw in the towel i broke your heart but there's a first time for everything who would've thought you'd feel so cold and all these memories seem so old to think you were my everything  pre remember when we'd talk all night but time ain't easy on us how can love die   i got so much shit to say but i can't help feeling like i'm camouflage fortress around my heart you were mine just yesterday now i have no idea who you are it's like you camouflage  post but it's good to see you here again i don't wanna say goodbye but it's about half past ten and i have to catch my ride   riding alone on the 405 and life's so fragile it's like i could cry if that's the last time i'd see you again but i'll never tell you just how i felt you might just not care and it might just not help what if the feelings just don't make no sense to you you  pre remember when we'd talk all night but time ain't easy on us how can love die   i got so much shit to say but i can't help feeling like i'm camouflage fortress around my heart you were mine just yesterday now i have no idea who you are it's like you camouflage  post but it's good to see you here again i don't wanna say goodbye but it's about half past ten and i have to catch my ride   i got so much shit to say but i can't help feeling like i'm camouflage fortress around my heart you were mine just yesterday now i have no idea who you are it's like you camouflage  post but it's good to see you here again i don't wanna say goodbye but it's about half past ten and i have to catch my ride
544,Selena Gomez,Nobody,Revival,2015,no heart no hands no skin no touch can get me there nowhere enough to love me like you do to love me like you do no kiss no lips no feel no rush can you keep me high i swear no one can love me like you do can love me like you do no   nobody's gonna love me like you nobody uh nobody no uh nobody's gonna love me like you do like you ooh nobody's gonna love me like you nobody uh nobody no uh nobody's ever led me to the truth like you ooh  nobody's gonna love me like you nobody nobody ooh   no oxygen can barely breathe my darkest sin you've raised release and it's all because of you all because of you i don't know what it is but you've pulled me in no one compares could ever begin to love me like you do and i wouldn't want them to cause   nobody's gonna love me like you nobody uh nobody no uh nobody's gonna love me like you do like you ooh nobody's gonna love me like you nobody uh nobody no uh nobody's ever loved me to the truth like you ooh   nobody's gonna love me like you nobody uh nobody no uh nobody's gonna love me like you do like you ooh nobody's gonna love me like you nobody uh nobody no uh nobody's ever loved me to the truth like you ooh   i don't want nothing else not when i had the best i don't want nothing else because you showed me the best   nobody's gonna love me like you nobody uh nobody no uh nobody's gonna love me like you do like you ooh nobody's gonna love me like you nobody uh nobody no uh nobody's ever loved me to the truth like you ooh
545,Selena Gomez,Stained,Unreleased Songs,2017,you were the one the one that i could run to you were the one the one that i would beg for no and you were the one that made me believe that i could be better yeah you were the one the one that i would run to   now i'm stained by you like a coffee ring upon this table i'm unstable i am stained by you like a goddamn soldier that just can't forget the battle i am stained by you like a coffee ring upon this table i'm unstable i am stained by you by you by you ohoh   you had a way of making me feel special yeah then take it away and say i wasn't special no and now it's messed up that bad kind of love is the only thing that makes me better yeah you had your way i'm trying to pull myself together   'cause now i'm stained by you like a coffee ring upon this table i'm unstable i am stained by you like a goddamn soldier that just can't forget the battle i am stained by you like a coffee ring upon this table i'm unstable i am stained by you by you by you ohoh   oh it should be easy to let you go but i love you and i hate that you know it should be easy to let you go but i love you and i hate that you know   now i'm stained by you like a coffee ring upon this table i'm unstable i am stained by you like a goddamn soldier that just can't forget the battle i am stained by you like a coffee ring upon this table i'm unstable i am stained by you by you by you ohoh
546,Selena Gomez,Me & The Rhythm,Revival,2015,produced by matt man  da robin written by julia michaels justin tranter matt man da robin  selena gomez   ooh the rhythm takes you over takes you to a different place a different space ooh the smoke is getting closer i can feel our young blood race through cityscapes  pre and everybody wants to be touched everybody wants to get some but don't you play a song about love when i move my body i don't have to talk about none let the chemicals do its stuff 'til the energy is too much   yeah all i need is the rhythm me and the rhythm nothing between yeah the rhythm me and the rhythm and i know i know i know i can't fight it i won't i won't i won't deny it oh no oh no oh no i'd be lying if i said i didn't need yeah the rhythm me and the rhythm   ooh i start to feel it now feeling like i'm truly free i'm free in me ooh the heat's a common ground no matter what's your history be free with me oh  pre and everybody wants to be touched everybody wants to get some but don't you play a song about love when i move my body i don't have to talk about none let the chemicals do its stuff 'til the energy is too much   yeah all i need is the rhythm me and the rhythm nothing between yeah the rhythm me and the rhythm and i know i know i know i can't fight it i won't i won't i won't deny it oh no oh no oh no i'd be lying if i said i didn't need yeah the rhythm me and the rhythm   if you feel like you're the spark then come out of the dark if you feel like you're the spark then come out of the dark if you feel like you're the spark then come out of the dark if you feel like you're the spark then come out of the dark   yeah all i need is the rhythm me and the rhythm nothing between yeah the rhythm me and the rhythm and i know i know i know i can't fight it i won't i won't i won't deny it oh no oh no oh no i'd be lying if i said i didn't need yeah the rhythm me and the rhythm
547,Selena Gomez,Love Will Remember,Stars Dance,2013,spoken  hey babe it's me umm i just wanted to call and tell you that i love you so so so so much i just wanted to let you know that you are my princess you are worthy of all of the love in the world you are the love of my life   now's all we got and time can't be bought i know it inside my heart forever will forever be ours even if we try to forget love will remember you said you loved me i said i loved you back what happened to that what happened to that all your promises and all them plans we had what happened to that what happened to that  pre boom gone yeah we move on even if we try to forget   love will remember you and love will remember me i know it inside my heart forever will forever be ours even if we try to forget love will remember love will remember love will remember love will remember love will remember   the trips we dreamed of taking the tacks left on the map what happened to that what happened to that when all you had was nothing and all we did was laugh what happened what happened what happened to that  pre boom gone yeah we move on even if we try to forget   love will remember you and love will remember me i know it inside my heart forever will forever be ours even if we try to forget love will remember love will remember love will remember love will remember love will remember love will remember love will remember love will remember love will remember   break down the walls let heaven in somewhere in forever we'll dance again we used to be inseparable i used to think that i was irreplaceable we lit the whole world up before we blew it up i still don't know just how we screwed it up forever forever forever   love will remember you and love will remember me i know it inside my heart forever will forever be ours even if we try to forget love will remember love will remember love will remember love will remember love will remember love will remember love will remember love will remember love will remember
548,Selena Gomez,Rise,Revival,2015,you can stand beside the madness like a falling tear you can hold onto the sadness like a souvenir or you can close your eyes and see your life like the air  you can tap into the strength you never knew you had you can breathe into your faith no matter where youre at just close your eyes and change your life like the air   like the air you can rise from the rubble with your mind you can hover you can rise like the tide like the heat it in the summer yes i know there are those who will wanna bring you down but you can rise with your mind and make your higher power proud like the air you can rise rise   the earth can pull you down with all its gravity and the measure of your worth is sometimes hard to see so just hold on when the night is done like the sun   like the air you can rise from the rubble with your mind you can hover you can rise like the tide like the heat it in the summer yes i know there are those who will wanna bring you down but you can rise with your mind and make your higher power proud like the air you can rise rise   so even when your bones feel like weights and its hard to lift the smile on your perfect face you can still find a peaceful place close your eyes until you're floating up in outer space itll be alright theyre just jealous of your highs so they can knock you down but   like the air you can rise from the rubble with your mind you can hover you can rise like the tide like the heat it in the summer yes i know there are those who will wanna bring you down but you can rise with your mind and make your higher power proud like the air you can rise rise
549,Selena Gomez,Cologne,Revival,2015,there's a reason you're everywhere breathe you in like you're in the air maybe you should call off the day give your girl some time to play in my room from the ceiling to the floor my body knows that you've been here before   every second here without you i pretend we're skin to skin every single breath reminds me that you never ever left every time i think about you i can feel my hand give in cause you're keeping me safe and warm even when i'm home alone wearing nothing but your cologne   maybe you should call off the day give your girl some time to play running my mind cause my heart lost all control only one thing that can give me that multiple   every second here without you i pretend we're skin to skin every single breath reminds me that you never ever left every time i think about you i can feel my hand give in cause you're keeping me safe and warm even when i'm home alone wearing nothing but your cologne wearing nothing but your cologne wearing nothing but your cologne cologne wearing nothing but your cologne   all the way down feels like you're around forever in the moment i love it and you know it all the way down feels like you're around forever in the moment i love it and you know it   every second here without you i pretend we're skin to skin every single breath reminds me that you never ever left every time i think about you i can feel my hand give in cause you're keeping me safe and warm even when i'm home alone wearing nothing but your cologne wearing nothing but your cologne wearing nothing but your cologne cologne wearing nothing but your cologne wearing nothing but your cologne
550,Selena Gomez,Shake It Up,Shake It Up: Break It Down ,2010,don't like waiting don't like waiting let's go right now gotta hit the ground dancing 'fore the music slows down what i'm saying what i'm saying if there's something to fix take it to another level this is the remix   everybody everybody get out on the floor it can get a little crazy when the kick hits the floor make a scene make a scene nobody can ignore don't knock it 'til you rock it we can't take it no more   bring the lights up bust the doors down dust yourself off shake it up shake it up dj set it off take it up a notch all together now shake it up shake it up  post shake it up   break it down break it down i've got something to say when you're dancing with me it's like we go mia make a scene make a scene nobody can ignore don't knock it 'til you rock it we can't take it no more   bring the lights up bust the doors down dust yourself off shake it up shake it up dj set it off take it up a notch all together now shake it up shake it up   shshshshake it up you got to change it up and if the day's not right just brush it off tonight put on the attitude youre in the pocket mood and when you've had enough shshshshake it up  breakdown bring the lights up bust the doors down dust yourself off shake it up shake it up dj set it off take it up a notch all together now shake it up shake it up shake it up   bring the lights up bust the doors down dust yourself off shake it up shake it up shake it up shake it up dj set it off take it up a notch all together now shake it up shake it up   bring the lights up bust the doors down dust yourself off shake it up shake it up shake it up shake it up dj set it off take it up a notch all together now shake it up shake it up   shake it up shake it up shake it up shake it up
551,Selena Gomez,Survivors,Revival,2015,wild wild wild wild wild wild wild wild wild wild mmm   you built me from a broken heart with bricks you made from broken parts you've fixed the paint so we could start so now what's mine is ours i still have proof in form of scars the first time always falls so far those healing wounds heal twice as hard but now what's mine is ours but now what's mine is ours   we are survivors we are survivors of the wild we are survivors we are survivors of the wild   my sweet devoted counterpart we catch each other's shooting stars however close however far whatever's mine is ours whatever's mine is ours   we are survivors we are survivors of the wild we are survivors we are survivors of the wild we are survivors we are survivors of the wild we are survivors we are survivors we are survivors of the wild   woahoooo we are we are woahoooo we are we are woahoooowe are we are we are survivors of the wild woahoooo we are we are woahoooo we are we are woahoooowe are we are we are survivors of the wild   we are survivors of the wild we are survivors woah we are survivors of the wild we are survivors we are survivors we are survivors of the wild
552,Selena Gomez,Forget Forever,Stars Dance,2013,i told i told i told myself again i'm never running back on what i said trying not to roam but you're so far away so far away won't listen to the conscience in my head i'm conscious but i'm lonely halfway dead tired of the things you never you never said you never said   our love was made to rule the world you came and broke the perfect girl our love was made to rule the world our love was made to rule the world you left me wanting what we were our love was made to rule the world  post forget forever forget forever forget you ever knew my name my name my name my name   i know i know i know we can't pretend that we were never lovers in the end i try to tell myself this pain would go away just go away   our love was made to rule the world you came and broke the perfect girl our love was made to rule the world our love was made to rule the world you left me wanting what we were our love was made to rule the world  post forget forever forget forever forget you ever knew my name my name my name my name  breakdown our love was made to rule the world you came and broke the perfect girl our love was made to rule the world  post forget forever forget forever forget you ever knew my name my name my name my name   forget forever forget forever
553,Selena Gomez,Like A Champion,Stars Dance,2013,walk like a champion talk like a champion rampapapampam rampapapampam walk like a champion talk like a champion rampapapampam   tonight we come alive stand up 'cause you got that pride dancing and the sweat don't dry one shot so baby hit it right no doubt 'cause we're young and free walk like you run the city write your name in the sky live it up 'cause baby it's your time  pre it's in the way you hold yourself you gotta know you're something else and show 'em that you've never felt so sexy sexy sexy   walk like a champion talk like a champion rampapapampam rampapapampam walk like a champion talk like a champion rampapapampam rampapapampam walk like a champion talk like a champion rampapapampam rampapapampam walk like a champion talk like a champion rampapapampam rampapapampam   we got nothing to lose we got nothing to prove shine like diamonds in the sky live it up 'cause baby it's your time  pre it's in the way you hold yourself you gotta know you're something else and show 'em that you've never felt so sexy sexy sexy   walk like a champion talk like a champion rampapapampam rampapapampam walk like a champion talk like a champion rampapapampam rampapapampam walk like a champion talk like a champion rampapapampam rampapapampam walk like a champion talk like a champion rampapapampam rampapapampam  refrain bidibombidibombidibay bidibidibidibidibombidibay bidibombidibombidibay walk like a champion talk like a champion   stand up let 'em know that you shine bright throw down let 'em know that you got fight walk like a champion walk like a champion stand up let 'em know that you shine bright throw down let 'em know that you got fight and show 'em that you've never felt so sexy sexy sexy   walk like a champion talk like a champion rampapapampam rampapapampam walk like a champion talk like a champion rampapapampam rampapapampam walk like a champion talk like a champion rampapapampam rampapapampam walk like a champion talk like a champion rampapapampam rampapapampam  refrain bidibombidibombidibay bidibidibidibidibombidibay bidibombidibombidibay walk like a champion talk like a champion
554,Selena Gomez,Nobody Does It Like You,Stars Dance,2013,you're my bad boy fairytale prince charming with a dark side i wanna be your bad girl you bring out my wild side  pre  your eyes your lips your touch this toxic twisted rush your sexy kinda swag the best i've ever had   nobody nobody nonobody nobody nobody does it like you nobody nobody nonobody nobody nobody does it like you you got me feeling so caught up but i'm loving all the crazy things you make me do nobody nobody nonobody nobody nobody does  post no i can't go back to the way it was to the way it was no i can't go back no i can't go back to the way it was to the way it was no i can't go back no i can't go back to the way it was to the way it was   you're my bad boy fairytale my rebel with a halo you hit me like a hurricane and i can never say no  pre  your mind your hands your voice the way you make me yours your sexy kinda swag the best i've ever had   nobody nobody nonobody nobody nobody does it like you nobody nobody nonobody nobody nobody does it like you you got me feeling so caught up but i'm loving all the crazy things you make me do nobody nobody nonobody nobody nobody does  post no i can't go back to the way it was to the way it was no i can't go back no i can't go back to the way it was to the way it was no i can't go back no i can't go back to the way it was to the way it was   i wanna be a bad girl you bring out my wild side i wanna be a bad girl you bring out my dark side   nobody nobody nonobody nobody nobody does it like you nobody nobody nonobody nobody nobody does it like you you got me feeling so caught up but i'm loving all the crazy things you make me do nobody nobody nonobody nobody nobody does  post no i can't go back to the way it was to the way it was no i can't go back no i can't go back to the way it was to the way it was no i can't go back no i can't go back to the way it was to the way it was   i wanna be a bad girl you bring out my wild side
555,Selena Gomez,Flawless,Unreleased Songs,nan,preview  through all your imperfections you're flawless even when you're imperfect and worthless you're flawless
556,Selena Gomez,Do It,For You,2014,sittin' on my bed with just your tshirt on tshirt on turning up the volume to my favorite song favorite song boy i can't lie what we did last night you know it's constantly replaying staying on my mind on my mind  pre i'll show you what i like boyboyboy if you show me what you like boyboyboy i'll show you what i like show you what i like like if you show me what you like boy   if i had a choice if i had my way boy you know we'd do it every single day everyday everyday if i had a wish and if i had my way boy you know we'd do it you know we'd do it every single day every single single day   damn i wish i didn't feel so hypnotized hypnotized but when i look at you baby it's justified justified so i take what i want and give what i got to hell with all the rules they keep us civilized civilized  pre i'll show you what i like boyboyboy if you show me what you like boyboyboy i'll show you what i like show you what i like like if you show me what you like boy   if i had a choice if i had my way boy you know we'd do it every single day everyday everyday if i had a wish and if i had my way boy you know we'd do it you know we'd do it every single day every single single day   nowhere i'd rather be than anywhere alone just you and me i'll be your tonto you'll be my clyde we'll be together forever we'll ride i want you more and more you're hotter today than the day before no lie no lie no lie no lie   if i had a choice if i had my way if i had my way boy you know we'd do it every single day everyday everyday if i had a wish if i had a wish and if i had my way if i had my way boy you know we'd do it every single day every single single day   i'll show you what i like boyboyboy oh i'll show you if you show me what you like boyboyboy oh i'll show ya i'll show you what i like show you what i like like if you show me what you like boy
